English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
"With conventional oil sources running low, we can tap into other sources to keep the party going for a long time. Fracking, tar sands, and deep-water rigs are all possible sources, but they cause more environmental damage locally and globally in terms of increased CO2 emissions.","Wenn die konventionellen Ölquellen zur Neige gehen, können wir andere Quellen anzapfen, um die Party noch lange am Laufen zu halten. Fracking, Teersande und Tiefseebohrungen sind mögliche Quellen, verursachen aber lokal und global mehr Umweltschäden in Form von erhöhten CO2-Emissionen.",,,,,
"First you grow the plants, then you burn them for power and capture the emissions to store underground permanently. It takes up a lot of land, but it's a way to get both negative carbon emissions and power generation.","Zuerst baut man die Pflanzen an, dann verbrennt man sie zur Stromerzeugung und fängt die Emissionen auf, um sie dauerhaft unterirdisch zu speichern. Das braucht viel Land, aber es ist eine Möglichkeit, sowohl negative Kohlenstoffemissionen als auch Stromerzeugung zu erreichen.",,,,,
"Slaughterhouses are still brutal, but for now the kill lines will be slower and some of the worst practices have been banned, such as de-beaking, tail docking, and horn bud burning, as well as feeding animals feces, carcasses, candy, and garbage.

","Die Schlachthöfe sind immer noch brutal, aber jetzt werden die Tötungslinien langsamer, und einige der schlimmsten Praktiken wurden verboten, wie z. B. das Entbeinen, das Kupieren der Schwänze und das Verbrennen der Hornknospen sowie die Fütterung der Tiere mit Fäkalien, Kadavern, Süßigkeiten und Müll.",,,,,
Begin global program to destroy weapons and scale down military and police budgets around the world.,Beginn eines globalen Programms zur Vernichtung von Waffen und zur Reduzierung der Militär- und Polizeibudgets in der ganzen Welt.,,,,,
"Prevent poorer regions of the world from developing further. While this will reduce the environmental costs of economic growth, it ignores the high and growing rates of consumption in the Global North. ","Verhinderung der weiteren Entwicklung der ärmeren Regionen der Welt. Dies wird zwar die Umweltkosten des Wirtschaftswachstums verringern, ignoriert aber die hohen und wachsenden Verbrauchsraten im globalen Norden. ",,,,,
"Mass electrify services and devices that typically rely on fuels and not electricity, such as transportation and major industrial processes (e.g. steel and concrete). ","Massenelektrifizierung von Diensten und Geräten, die in der Regel auf Brennstoffe und nicht auf Elektrizität angewiesen sind, wie z. B. das Verkehrswesen und wichtige industrielle Prozesse (z. B. Stahl und Beton). ",,,,,
"Protect nature preserves with a small army of heavily armed park rangers. Their shoot-to-kill policy against poachers has made conservatism unpopular, especially in the Global South. ","Schützen Sie Naturschutzgebiete mit einer kleinen Armee schwer bewaffneter Parkwächter. Ihre ""Shoot-to-kill""-Politik gegen Wilderer hat den Konservatismus vor allem im globalen Süden unpopulär gemacht. ",,,,,
Mandate the use of biochar (basically a baked biomass) in agriculture to improve soil health and sequester more carbon.,"Die Verwendung von Biokohle (im Grunde eine gebackene Biomasse) in der Landwirtschaft vorschreiben, um die Bodengesundheit zu verbessern und mehr Kohlenstoff zu binden.",,,,,
A global effort to develop new comprehensive public transit networks and upgrade ailing existing networks.,Eine globale Anstrengung zur Entwicklung neuer umfassender öffentlicher Verkehrsnetze und zur Verbesserung maroder bestehender Netze.,,,,,
Establish off-world colonies.,Kolonien außerhalb der Welt gründen.,,,,,
"Animals in zoos suffer high mortality, depression, stress, and injuries from patrons. Veterinarians speak of 'zoochosis', where animals pace or sway repetitively. This policy will release animals back into the wild when possible, and place others in sanctuaries. ","Tiere in Zoos leiden unter hoher Sterblichkeit, Depressionen, Stress und Verletzungen durch Besucher. Tierärzte sprechen von ""Zoochose"", bei der die Tiere immer wieder auf und ab gehen oder schwanken. Im Rahmen dieser Politik werden Tiere, wenn möglich, wieder in die freie Wildbahn entlassen und andere in Auffangstationen untergebracht. ",,,,,
"Build out infrastructure to mine, process, and transport minerals from asteroids.","Aufbau einer Infrastruktur für den Abbau, die Verarbeitung und den Transport von Mineralien aus Asteroiden.",,,,,
Smart grids can lower the net cost for renewable power by regulating fluctuations with demand response.,"Intelligente Stromnetze können die Nettokosten für Strom aus erneuerbaren Energiequellen senken, indem sie Schwankungen mit Hilfe von Nachfragereaktionen regulieren.",,,,,
"Improved efficiency compared to a blast furnace. Allows steel to be made from 100% scrap material rather than virgin steelmaking from ores, which is less energy intensive.",Verbesserte Effizienz im Vergleich zu einem Hochofen. Ermöglicht die Herstellung von Stahl aus 100 % Schrott anstelle der weniger energieintensiven Herstellung von neuem Stahl aus Erzen.,,,,,
Improve morale the easy way. The Romans had bread and circuses...,Verbessern Sie die Moral auf einfache Weise. Die Römer hatten Brot und Spiele...,,,,,
"Develop permanent near-orbit space habitation, providing a waystation and home base for further space activities.",Entwicklung einer dauerhaften Bewohnbarkeit des Weltraums in der Nähe des Orbits als Zwischenstation und Heimatbasis für weitere Weltraumaktivitäten.,,,,,
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored. ","Eine unter Ökologen umstrittene Technologie. Auch wenn die Versuche, Mammuts wieder zum Leben zu erwecken, wahrscheinlich eher ein Publikumsmagnet als echte Wissenschaft sind, könnten kürzlich ausgestorbene Tiere sinnvoll wiederhergestellt werden. ",,,,,
End subsidies for commercial seafood extraction and implement transition programs for workers in the fishing sector.,Beendigung der Subventionen für die kommerzielle Gewinnung von Meeresfrüchten und Durchführung von Übergangsprogrammen für die Beschäftigten im Fischereisektor.,,,,,
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain. ","Manche sagen, der Endpunkt der Tierbefreiung sei die Beendigung allen Leidens, sowohl bei Nutztieren als auch bei Wildtieren. Dieses Forschungsprojekt erfordert geplante Lebensräume, artenübergreifende Immunokontrazeption, schwimmende Nanoroboter, Gen-Editing und Supercomputer, um ein globales Ökosystem ohne Schmerzen zu verwalten. ",,,,,
Phase out cars with internal combustion engines and mandate a transition to electric-motored vehicles.,Abschaffung von Fahrzeugen mit Verbrennungsmotoren und Übergang zu Fahrzeugen mit Elektromotor.,,,,,
"Scale up open ocean fish aquaculture to increase seafood production. This will become more necessary as wild fish populations collapse. It will come at the cost of biodiversity, and of course, the fish themselves.","Ausbau der Aquakultur von Hochseefischen zur Steigerung der Produktion von Meeresfrüchten. Dies wird in dem Maße notwendig werden, wie die Wildfischpopulationen zusammenbrechen. Dies wird auf Kosten der Artenvielfalt und natürlich der Fische selbst gehen.",,,,,
Develop scalable and safe thorium reactors.,Entwicklung skalierbarer und sicherer Thoriumreaktoren.,,,,,
"For the longest time, climate modelling was far more advanced than ecosystem modelling. This program will allow ecologists to catch up! Capture and predict dynamic, non-linear and emergent behavior within ecosystems.","Lange Zeit war die Klimamodellierung viel weiter fortgeschritten als die Modellierung von Ökosystemen. Dieses Programm wird es den Ökologen ermöglichen, aufzuholen! Erfassen und Vorhersagen von dynamischem, nicht linearem und emergentem Verhalten in Ökosystemen.",,,,,
"Permit deep sea mining to open up vast new mineral resources, but at high risk to marine ecosystems.","Erlauben Sie den Tiefseebergbau, um riesige neue Bodenschätze zu erschließen, aber mit hohem Risiko für die Meeresökosysteme.",,,,,
"Limit the amount of children any family can have, and make these birth permits tradeable.","Begrenzen Sie die Anzahl der Kinder, die eine Familie haben kann, und machen Sie diese Geburtsgenehmigungen handelbar.",,,,,
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.","Die Einleitung von Eisen in die Ozeane soll das Kieselalgenwachstum anregen, wodurch vier Gigatonnen CO2 pro Jahr gebunden werden könnten. Diese Technik funktioniert möglicherweise nicht und könnte nachteilige ökologische Auswirkungen haben.",,,,,
"Build a global network of sewage treatment plants. This will clean up rivers and lakes, produce organic fertilizer, restore habitats, and improve health of local inhabitants.  ","Aufbau eines weltweiten Netzes von Kläranlagen. Dadurch werden Flüsse und Seen gesäubert, organischer Dünger produziert, Lebensräume wiederhergestellt und die Gesundheit der Einwohner verbessert.  ",,,,,
"Create a new curriculum that will teach students creative skills such as poetry, traditional weaving, and linear programming -- skills that will make them successful 'social engineers' who will think about future utopian possibilities. They will read classics by Ursula Le Guin, William Morris, Thomas More, and Otto Neurath.  ","Erstellen Sie ein neues Curriculum, der den Studenten kreative Fähigkeiten wie Poesie, traditionelles Weben und lineares Programmieren vermittelt - Fähigkeiten, die sie zu erfolgreichen ""Sozialingenieuren"" machen, die über zukünftige utopische Möglichkeiten nachdenken. Sie werden Klassiker von Ursula Le Guin, William Morris, Thomas More und Otto Neurath lesen.  ",,,,,
"Develop higher-density alternatives to existing batteries, expanding where they can be used.",Entwicklung von Alternativen zu bestehenden Batterien mit höherer Dichte und Ausweitung ihrer Einsatzmöglichkeiten.,,,,,
"Production of products from raw materials such as living cells and biomaterials. Plastics are a major source of demand for fossil fuels, and this technique will help replace materials traditionally composed of animal based products or petroleum based products.","Herstellung von Produkten aus Rohstoffen wie lebenden Zellen und Biomaterialien. Kunststoffe sind eine wichtige Quelle für die Nachfrage nach fossilen Brennstoffen, und diese Technik wird dazu beitragen, Materialien zu ersetzen, die traditionell aus tierischen oder erdölbasierten Produkten bestehen.",,,,,
"A perennial cropping system featuring multiple layers of trees and other perennial crops, with high biosequestration impacts and food production.","Ein mehrjähriges Anbausystem mit mehreren Schichten von Bäumen und anderen mehrjährigen Pflanzen, das eine hohe Wirkung auf die Biosynthese und die Nahrungsmittelproduktion hat.",,,,,
"Incorporate regenerative agricultural practices like cover crops, wider crop diversity, and minimizing soil disturbance.","Regenerative landwirtschaftliche Praktiken wie der Anbau von Deckfrüchten, eine größere Kulturpflanzenvielfalt und die Minimierung von Bodenbeeinträchtigungen.",,,,,
Iron out some remaining technical issues to enable mass floating wind turbine installation and maintenance.,"Klärung einiger verbleibender technischer Probleme, um die Installation und Wartung von schwimmenden Windkraftanlagen zu ermöglichen.",,,,,
"The seaweed Asparagopsis taxiformis reduces methane emissions (i.e., burps) from cows. It will take some work to carry out further research and scale up production to feed billions of cows. ","Die Meeresalge Asparagopsis taxiformis reduziert die Methanemissionen (in Form von Rülpsen) von Kühen. Es wird noch einiges an Arbeit erfordern, um weitere Forschung zu betreiben und die Produktion auf die Fütterung von Milliarden von Kühen auszuweiten. ",,,,,
"Coastal wetlands across the globe are given protected status, and historic wetlands are restored.","Küstenfeuchtgebiete auf der ganzen Welt werden unter Schutz gestellt, und historische Feuchtgebiete werden wiederhergestellt.",,,,,
Build battery storage capacity and transmission to resolve intermittency and supply issues. Especially useful for a renewable energy dependent grid.,"Aufbau von Batteriespeicherkapazitäten und Übertragungskapazitäten zur Lösung von Unterbrechungen und Versorgungsproblemen. Besonders nützlich für ein Netz, das von erneuerbaren Energien abhängig ist.",,,,,
"A sensing layer for all the world's farms. pH level, temperature, Moisture content and NPK (nitrogen, phosphorus, and potassium) to help to evaluate and manage soil fertility.","Eine Sensorebene für alle landwirtschaftlichen Betriebe der Welt. pH-Wert, Temperatur, Feuchtigkeitsgehalt und NPK (Stickstoff, Phosphor und Kalium) helfen bei der Bewertung und Verwaltung der Bodenfruchtbarkeit.",,,,,
Improved cloning techniques that would allow for the revival of extinct species.,"Verbesserte Klontechniken, die die Wiederbelebung ausgestorbener Arten ermöglichen würden.",,,,,
"Instead of prison, institute programs that will target the causes of crime by addressing poverty and mental health issues. Decriminalize sex work, drugs, and other offences that lead to felonies. Restorative justice and graduated re-integration will rehabilitate criminals and reconcile communities. ","Anstelle von Gefängnissen sollten Programme eingeführt werden, die die Ursachen der Kriminalität bekämpfen, indem Armut und psychische Probleme angegangen werden. Entkriminalisierung von Sexarbeit, Drogen und anderen Delikten, die zu Straftaten führen. Wiederherstellende Gerechtigkeit und abgestufte Wiedereingliederung werden Kriminelle rehabilitieren und die Gemeinschaften versöhnen. ",,,,,
