English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
"Reducing speed of freighters by 10% increases fuel efficiency by a third. Improvements in ship design, cleaner fuels, and sails can reduce emissions further up to 55%. ","Reduzir a velocidade dos cargueiros em 10% aumenta a eficiência de combustível em um terço. Melhorias no design do navio, combustíveis mais limpos e velas podem reduzir ainda mais as emissões em até 55%.",,,,from pt-br,
"Invest in the development of infrastructure for zero-carbon hydrogen fuel generation. This makes it easier to decarbonize fuel-based industrial processes like steel and concrete productions, but requires lots of electricity.","Investe no desenvolvimento de infraestrutura para a geração de combustível de hidrogénio com zero carbono. Isto facilita a descarbonização de processos industriais baseados em combustível, como produção de aço e betão, mas requer muita eletricidade.",,,,modified from pt-br,
"Build a self-sustainable underwater habitat for long-term human, plant and animal habitation.","Constrói um habitat subaquático auto-sustentável para habitação humana, vegetal e animal a longo prazo.",,,,modified from pt-br,
"Implement a ban on all meat products, effective immediately.","Implementa uma proibição em todos os produtos à base de carne, com efeito imediato.",,,,modified from pt-br,
"Hunting is an important driver of the Sixth Extinction, but still secondary to land-use change caused by the livestock industry. Seven per cent of all mammals are threatened with extinction because of hunting. ","A caça é um fator importante da Sexta Extinção, mas ainda secundário à mudança no uso da terra causada pela indústria pecuária. 7% de todos os mamíferos são ameaçados de extinção por causa da caça.","A caça é um fator importante da Sexta Extinção, mas ainda secundário à mudança no uso da terra causada pela indústria pecuária. Sete por cento de todos os mamíferos são ameaçados de extinção por causa da caça.",,,modified from pt-br,
"With conventional oil sources running low, we can tap into other sources to keep the party going for a long time. Fracking, tar sands, and deep-water rigs are all possible sources, but they cause more environmental damage locally and globally in terms of increased CO2 emissions.","Com as fontes convencionais de petróleo a acabar, podemos explorar outras fontes para manter a festa durante muito tempo. Fraturamento hidráulico, areias betuminosas e plataformas de águas profundas são fontes possíveis, mas causam mais danos ambientais locais e globalmente em termos de aumento das emissões de CO2.",,,,modified from pt-br,
"First you grow the plants, then you burn them for power and capture the emissions to store underground permanently. It takes up a lot of land, but it's a way to get both negative carbon emissions and power generation.","Primeiro tu cultivas as plantas, depois queimas para obter energia e capturas as emissões para armazenar permanentemente no subsolo. Ocupa muita terra, mas é uma maneira de obter emissões negativas de carbono e geração de energia.",,,,modified from pt-br,
"Slaughterhouses are still brutal, but for now the kill lines will be slower and some of the worst practices have been banned, such as de-beaking, tail docking, and horn bud burning, as well as feeding animals feces, carcasses, candy, and garbage.

","Os matadouros ainda são brutais, mas por enquanto as linhas de abate serão mais lentas e algumas das piores práticas foram banidas, como debicagem, corte de caudas e queima de chifres, tal como alimentar animais com fezes, carcaças, doces e lixo.",,,,modified from pt-br,
Begin global program to destroy weapons and scale down military and police budgets around the world.,Inicia um programa global para destruir armas e reduzir os orçamentos militares e policiais em todo o mundo.,,,,modified from pt-br,
"Prevent poorer regions of the world from developing further. While this will reduce the environmental costs of economic growth, it ignores the high and growing rates of consumption in the Global North. ","Impede que as regiões mais pobres do mundo se desenvolvam. Embora isso reduza os custos ambientais do crescimento econômico, ignora as altas e crescentes taxas de consumo no Norte Global.",,,,modified from pt-br,
"Mass electrify services and devices that typically rely on fuels and not electricity, such as transportation and major industrial processes (e.g. steel and concrete). ","Electrifica em massa os serviços e dispositivos que tipicamente dependem de combustíveis e não de electricidade, tais como transportes e processos industriais importantes (por exemplo, aço e betão). ",,,,,
"Protect nature preserves with a small army of heavily armed park rangers. Their shoot-to-kill policy against poachers has made conservatism unpopular, especially in the Global South. ","Protege as reservas naturais com um pequeno exército de guardas florestais fortemente armados. A sua política de atirar para matar contra caçadores furtivos tornou o conservadorismo impopular, especialmente no Sul Global.",,,,modified from pt-br,
Mandate the use of biochar (basically a baked biomass) in agriculture to improve soil health and sequester more carbon.,Obriga o uso de biocarvão (basicamente uma biomassa cozida) na agricultura para melhorar a saúde do solo e capturar mais carbono.,,,,modified from pt-br,
A global effort to develop new comprehensive public transit networks and upgrade ailing existing networks.,Um esforço global para desenvolver novas redes públicas de transporte abrangentes de transporte e atualizar as redes existentes.,,,,modified from pt-br,
Establish off-world colonies.,Estabelece colónias fora do planeta.,,,,modified from pt-br,
"Animals in zoos suffer high mortality, depression, stress, and injuries from patrons. Veterinarians speak of 'zoochosis', where animals pace or sway repetitively. This policy will release animals back into the wild when possible, and place others in sanctuaries. ","Animais em jardins zoológicos sofrem de alta mortalidade, depressão, stress e lesões de clientes. Os veterinários falam de 'zoocose', onde os animais andam ou balançam repetidamente. Esta política libertará animais de volta à natureza quando possível e colocará outros em santuários.",,,,modified from pt-br,
"Build out infrastructure to mine, process, and transport minerals from asteroids.","Constrói infraestrutura para minerar, processar e transportar minerais vindos de asteroides.",,,,modified from pt-br,
Smart grids can lower the net cost for renewable power by regulating fluctuations with demand response.,As redes inteligentes podem reduzir o custo líquido da energia renovável regulando as flutuações de demanda.,,,,from pt-br,
"Improved efficiency compared to a blast furnace. Allows steel to be made from 100% scrap material rather than virgin steelmaking from ores, which is less energy intensive.","Eficiência melhorada em comparação com um alto-forno. Permite que o aço seja feito com 100% de material de sucata em vez de aço virgem a partir de minérios, o que consome menos energia.",,,,modified from pt-br,
Improve morale the easy way. The Romans had bread and circuses...,Melhora o moral da forma mais fácil. Os romanos tinham pão e circo...,,,,from pt-br,
"Develop permanent near-orbit space habitation, providing a waystation and home base for further space activities.","Desenvolve habitação permanente no espaço próximo à órbita, fornecendo uma estação de passagem e base para outras atividades espaciais.",,,,modified from pt-br,
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored. ","Uma tecnologia controversa entre ecologistas. Embora as tentativas de trazer de volta mamutes sejam provavelmente mais prazerosas do que ciência real, animais recentemente extintos podem ser restaurados de maneira útil.",,,,modified from pt-br,
End subsidies for commercial seafood extraction and implement transition programs for workers in the fishing sector.,Acaba com subsídios para a extração comercial de marisco e implementar programas de transição para os trabalhadores do setor pesqueiro.,,,,modified from pt-br,
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain. ","Alguns dizem que o objetivo final da libertação animal é o fim de todo o sofrimento, tanto entre os animais de fazenda como entre os selvagens. Este projeto de pesquisa exigirá habitats planeados, imunocontracepção entre espécies, nanorrobôs, edição de genes e supercomputadores para gerenciar um ecossistema global livre de dor.",,,,modified from pt-br,
Phase out cars with internal combustion engines and mandate a transition to electric-motored vehicles.,Elimina gradualmente os carros com motores de combustão interna e impõe uma transição para veículos com motor elétrico.,,,,modified from pt-br,
"Scale up open ocean fish aquaculture to increase seafood production. This will become more necessary as wild fish populations collapse. It will come at the cost of biodiversity, and of course, the fish themselves.","Ampliar a aquacultura em mar aberto para aumentar a produção de marisco. Isto será mais necessário à medida que as populações de peixes selvagens entrarem em colapso. Virá à custa da biodiversidade e, claro, dos próprios peixes.",,,,modified from pt-br,
Develop scalable and safe thorium reactors.,Desenvolve reatores de tório escaláveis e seguros.,,,,modified from pt-br,
"For the longest time, climate modelling was far more advanced than ecosystem modelling. This program will allow ecologists to catch up! Capture and predict dynamic, non-linear and emergent behavior within ecosystems.","Por muito tempo, a modelagem climática foi mais avançada do que a modelagem de ecossistemas. Este programa permitirá que os ecologistas se atualizem! Captura e prevê comportamento dinâmico, não linear e emergente dentro dos ecossistemas.",,,,modified from pt-br,
"Permit deep sea mining to open up vast new mineral resources, but at high risk to marine ecosystems.","Permite que a mineração em mar profundo abra vastos novos recursos minerais, mas com alto risco para os ecossistemas marinhos.",,,,modified from pt-br,
"Limit the amount of children any family can have, and make these birth permits tradeable.",Limita o número de crianças que cada família pode ter e tornas essas autorizações de nascimento trocáveis num mercado.,,,,modified from pt-br,
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.","Despeja ferro nos oceanos para estimular o crescimento de diatomáceas, que podem sequestrar quatro gigatoneladas de CO2 por ano. Esta técnica pode não funcionar e pode ter efeitos ecológicos prejudiciais.",,,,modified from pt-br,
"Build a global network of sewage treatment plants. This will clean up rivers and lakes, produce organic fertilizer, restore habitats, and improve health of local inhabitants.  ","Constrói uma rede global de estações de tratamento de esgoto. Isto limpará rios e lagos, produzirá fertilizante orgânico, restaurará habitats e melhorará a saúde dos habitantes.",,,,modified from pt-br,
