English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
"Animals in zoos suffer high mortality, depression, stress, and injuries from patrons. Veterinarians speak of 'zoochosis', where animals pace or sway repetitively. This policy will release animals back into the wild when possible, and place others in sanctuaries. ","Los animales en los zoológicos sufren una alta mortalidad, depresión, estrés y lesiones por parte de los visitantes. Los veterinarios hablan de 'zoochosis', donde los animales caminan o se balancean repetitivamente. Esta política devolverá a los animales a la naturaleza cuando sea posible y colocará a otros en santuarios.",,,,,
"Build out infrastructure to mine, process, and transport minerals from asteroids.","Construye infraestructura para extraer, procesar y transportar minerales de asteroides.",,,,,
Smart grids can lower the net cost for renewable power by regulating fluctuations with demand response.,Las redes inteligentes pueden reducir el costo neto de la energía renovable al regular las fluctuaciones con la respuesta de la demanda.,,,,,
"Improved efficiency compared to a blast furnace. Allows steel to be made from 100% scrap material rather than virgin steelmaking from ores, which is less energy intensive.","Eficiencia mejorada en comparación con un alto horno. Permite fabricar acero 100 % hecho a partir de sobras en lugar de fabricar acero virgen a partir de minerales, pero consumiendo más energía.",,,,,
Improve morale the easy way. The Romans had bread and circuses...,Mejora la moral de la manera más fácil. Los romanos tenían pan y circo...,,,,,
"Develop permanent near-orbit space habitation, providing a waystation and home base for further space activities.","Desarrollar asentamientos permanentes en el espacio cercano a la órbita, proporcionando una estación de paso y una base de operaciones para futuras actividades espaciales.",,,,,
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored. ","Una tecnología controvertida entre los ecologistas. Si bien los intentos de traer de vuelta a los mamuts probablemente complazcan más a la multitud que no sean ciencia real, los animales extintos recientemente podrían restaurarse de manera útil.",,,,,
End subsidies for commercial seafood extraction and implement transition programs for workers in the fishing sector.,Poner fin a los subsidios para la extracción comercial de productos del mar e implementar programas de transición para los trabajadores del sector pesquero.,,,,,
"Some say the end point of animal liberation is the ending of all suffering, both amongst farm animals and wild ones. This research project will require planned habitats, cross-species immunocontraception, swimming nanorobots, gene editing, and super computers to manage a global ecosystem free from pain. ","Algunos dicen que el punto final de la liberación animal es el fin de todo sufrimiento, tanto entre los animales de granja como entre los salvajes. Este proyecto de investigación requerirá hábitats planificados, inmunoanticoncepción entre especies, nanorobots nadadores, edición de genes y supercomputadoras para administrar un ecosistema global libre de dolor.",,,,,
Phase out cars with internal combustion engines and mandate a transition to electric-motored vehicles.,Elimina gradualmente los automóviles con motores de combustión interna y exije una transición a los vehículos de motor eléctrico.,,,,,
"Scale up open ocean fish aquaculture to increase seafood production. This will become more necessary as wild fish populations collapse. It will come at the cost of biodiversity, and of course, the fish themselves.","Amplía la acuicultura de peces en mar abierto para aumentar la producción de productos del mar. Esto será más necesario a medida que las poblaciones de peces silvestres colapsen. Vendrá a costa de la biodiversidad y, por supuesto, de los propios peces.",,,,,
Develop scalable and safe thorium reactors.,Desarrolla reactores de torio escalables y seguros.,,,,,
"For the longest time, climate modelling was far more advanced than ecosystem modelling. This program will allow ecologists to catch up! Capture and predict dynamic, non-linear and emergent behavior within ecosystems.","Durante mucho tiempo, el modelado climático fue mucho más avanzado que el modelado de ecosistemas. ¡Este programa permitirá a los ecologos ponerse al día! Captura y predice comportamientos dinámicos, no lineales y emergentes dentro de los ecosistemas.",,,,,
"Permit deep sea mining to open up vast new mineral resources, but at high risk to marine ecosystems.","Permitir que la minería en aguas profundas abra vastos recursos minerales nuevos, pero con un alto riesgo para los ecosistemas marinos.",,,,,
"Limit the amount of children any family can have, and make these birth permits tradeable.",Limita la cantidad de hijos que puede tener una familia y haga que estos permisos de nacimiento sean negociables.,,,,,
"Dump iron into the oceans to stimulate diatom growth, which might sequester four gigatonnes of CO2 a year. This technique might not work and could have detrimental ecological effects.","Vertir hierro en los océanos para estimular el crecimiento de diatomeas, lo que podría secuestrar cuatro gigatoneladas de CO2 al año. Esta técnica podría no funcionar y podría tener efectos ecológicos perjudiciales.",,,,,
"Build a global network of sewage treatment plants. This will clean up rivers and lakes, produce organic fertilizer, restore habitats, and improve health of local inhabitants.  ","Construir una red global de plantas de tratamiento de aguas residuales. Esto limpiará ríos y lagos, producirá fertilizante orgánico, restaurará hábitats y mejorará la salud de los habitantes locales.",,,,,
"Create a new curriculum that will teach students creative skills such as poetry, traditional weaving, and linear programming -- skills that will make them successful 'social engineers' who will think about future utopian possibilities. They will read classics by Ursula Le Guin, William Morris, Thomas More, and Otto Neurath.  ","Crear un nuevo plan de estudios que enseñe al estudiantado habilidades creativas como poesía, tejido tradicional y programación lineal, habilidades que los convertirán en ""ingenieros sociales"" exitosos que pensarán en futuras posibilidades utópicas. Leerán clásicos de Ursula Le Guin, William Morris, Thomas More y Otto Neurath.",,,,,
"Develop higher-density alternatives to existing batteries, expanding where they can be used.","Desarrollar alternativas de mayor densidad a las baterías existentes, ampliando los lugares donde se pueden usar.",,,,,
"Production of products from raw materials such as living cells and biomaterials. Plastics are a major source of demand for fossil fuels, and this technique will help replace materials traditionally composed of animal based products or petroleum based products.","Producción de productos a partir de materias primas como células vivas y biomateriales. Los plásticos son una fuente importante de demanda de combustibles fósiles, y esta técnica, ayudarán a reemplazar los materiales tradicionalmente compuestos por productos de origen animal o derivados del petróleo.",,,,,
"A perennial cropping system featuring multiple layers of trees and other perennial crops, with high biosequestration impacts and food production.","Un sistema de cultivo perenne que presenta múltiples capas de árboles y otros cultivos perennes, con altos impactos de biosecuestro y producción de alimentos.",,,,,
"Incorporate regenerative agricultural practices like cover crops, wider crop diversity, and minimizing soil disturbance.","Incorpora prácticas agrícolas regenerativas como los cultivos de cobertura, la diversificación de cultivos y la minimización de la perturbación del suelo.",,,,,
Iron out some remaining technical issues to enable mass floating wind turbine installation and maintenance.,Resuelve algunos problemas técnicos restantes para permitir la instalación y el mantenimiento de turbinas eólicas flotantes masivas.,,,,,
"The seaweed Asparagopsis taxiformis reduces methane emissions (i.e., burps) from cows. It will take some work to carry out further research and scale up production to feed billions of cows. ","El alga Asparagopsis taxiformis reduce las emisiones de metano (es decir,  los eructos) de las vacas. Tomará algo de trabajo llevar a cabo más investigaciones y aumentar la producción para alimentar a miles de millones de vacas.",,,,,
"Coastal wetlands across the globe are given protected status, and historic wetlands are restored.",Los humedales costeros de todo el mundo recibiran un estatus de protección y los humedales históricos se restauran.,,,,,
Build battery storage capacity and transmission to resolve intermittency and supply issues. Especially useful for a renewable energy dependent grid.,Crea capacidad de almacenamiento y transmisión de baterías para resolver problemas de intermitencia y suministro. Especialmente útil para una red dependiente de energías renovables.,,,,,
"A sensing layer for all the world's farms. pH level, temperature, Moisture content and NPK (nitrogen, phosphorus, and potassium) to help to evaluate and manage soil fertility.","Una capa de detección para todas las granjas del mundo. Nivel de pH, temperatura, contenido de humedad y NPK (nitrógeno, fósforo y potasio) para ayudar a evaluar y gestionar la fertilidad del suelo.",,,,,
Improved cloning techniques that would allow for the revival of extinct species.,Técnicas de clonación mejoradas que permitirían revivir especies extintas.,,,,,
"Instead of prison, institute programs that will target the causes of crime by addressing poverty and mental health issues. Decriminalize sex work, drugs, and other offences that lead to felonies. Restorative justice and graduated re-integration will rehabilitate criminals and reconcile communities. ","En lugar de la prisión, instituye programas que aborden las causas del crimen al abordar la pobreza y los problemas de salud mental. Despenalizar el trabajo sexual, las drogas y otros delitos que conduzcan a delitos graves. La justicia restaurativa y la reintegración gradual rehabilitarán a los delincuentes y reconciliarán a las comunidades.",,,,,
