English,Translation
cost,maliyet
critical,Kritik
crops,ekinler
decrease {k} by {change},{k}'yi {change} azalt.
development time,geliştirme süresi
electricity,elektrik
emissions,salınımlar
energy use,enerji kullanımı
from {tipIcon}{cost}{unit} to {tipIcon}{newCost}{unit},{tipIcon}{cost}{unit} seviyesinden {tipIcon}{newCost}{unit} seviyesine gelir.
fuel,yakıt
increase {k} by {warn}{change}%,{k} %{warn}{change} artır
land use,Arazi kullanımı
livestock,hayvan
mild,Hafif
nd,.
rd,.
research time,araştırma süresi
severe,Şiddetli
st,.
th,.
the extinction rate,Soyu tükenme oranı
water use,su kullanımı
year(s),yıl(lar)
"{changeDir} CO2 emissions for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{percent}%.</strong>","<span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> CO2 salınımlarını <strong>%{percent}</strong> {changeDir}."
{changeDir} all {name} production by <strong>{percent}%.</strong>,[{icon}]  Tüm {name} üretimini  <strong>%{percent}.</strong> kadar {changeDir}.
{changeDir} biodiversity pressure by {amount}.,Biyoçeşitlilik baskısını {amount} kadar {changeDir}.
"{changeDir} biodiversity pressure for <span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> by <strong>{amount}.</strong>","<span><img class=""effect-feature"" src=""{icon}"" />{feature}</span> tarafından ortaya çıkan biyoçeşitlilik baskısını <strong>{amount}</strong> kadar {changeDir}."
{changeDir} contentedness by <strong>{amount}</strong>.,[contentedness] memnuniyeti <strong>{amount}</strong> {changeDir} .
"{changeDir} demand for {name} by <img src=""{icon}"">{amount}.","[{type}] {name} talebini <img src=""{icon}"">{amount} kadar {changeDir}."
{changeDir} demand for {name} by <strong>{percent}%</strong>.,[{icon}] {name} talebini <strong>%{percent}</strong> kadar {changeDir}.
{changeDir} demand for {tag} by {amount}.,{tag] talebini {amount} kadar {changeDir}
{changeDir} emissions by {amount}.,Salınımları {amount} kadar {changeDir}.
{changeDir} global population by {amount}.,Küresel nüfusu {amount} {changeDir}.
{changeDir} global population growth by {amount}<strong>%.</strong>,Küresel nüfus artışını </strong>%{amount}<strong> {changeDir}.
{changeDir} global precipitation by {amount}<strong>cm/yr</strong>.,Küresel yağış miktarını  {amount}<strong>cm/yıl</strong> kadar {changeDir}
{changeDir} habitability in {type} regions by {amount}.,{type} tipi bölgelerin yaşanılabilirliğini {amount} {changeDir}.
{changeDir} maximum output for {process} by <strong>{amount}</strong>.,{process} sürecinin maksimum çıktısını <strong>{amount}</strong> {changeDir}.
"{changeDir} output for <span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span> by <strong>{percent}%.</strong>","<span><img class=""effect-feature"" src=""{icon}"" /><strong>{feature}</strong></span> çıktısını <strong>%{percent}</strong> {changeDir}."
{changeDir} the CO2 emissions for these processes by <strong>{percent}%.</strong>,Bu işlemlerin CO2 salınımlarının miktarını  <strong>%{percent}</strong> {changeDir}.
{changeDir} the amount of sea level rise by {amount}mm/year.,Deniz seviyesi artışını yılda {amount} mm {changeDir}.
"{changeDir} the chance of ""{event}"" by {amount}.","""{event}"" olasılığını {amount} {changeDir}."
{changeDir} the global temperature by {amount}<strong>°c</strong>.,Küresel sıcaklığı {amount}<strong>°c</strong> {changeDir}.
{changeDir} the rate of sea level rise by {amount}mm/year.,Deniz seviyesindeki artış miktarını yıllık {amount} mm {changeDir}.
{changeDir} world contentedness by <strong>{amount}</strong>.,[contentedness] [{icon}]  küresel memnuniyeti <strong>{amount}</strong> {changeDir}.
{changeDir} world contentedness by {amount}.,küresel memnuniyeti {amount}  kadar {changeDir}.
{changeDir} {kind} of {tag} by <b>{tipAmount}</b>.,{tag} {kind} maliyetini <b>{tipAmount}</b> kadar {changeDir}
{changeDir} {label} for {tag} by <strong>{amount}</strong>.,[{icon}] {tag} için {label} <strong>{amount}</strong> kadar {changeDir}.
"{changeDir} {name} supply by <img src=""{icon}"">{amount}.","{name} arzını mevcut arzın <img src=""{icon}"">{amount}."
{changeDir} {name} supply by <strong>{percent}%.</strong>,[{icon}] {name} arzını <strong>{percent}%.</strong> {changeDir}
{changeDir} {name} supply by [{icon}]{amount}.,[{icon}] {name} arzını [{icon}]{amount} {changeDir}.
{changeDir} {resource} demand for {tag} by {amount}.,[{icon}] {tag} için olan {reseource} talebini {amount} {changeDir}.
{changeDir} {tag} output by <strong>{percent}%.</strong>,[{icon}] {tag} çıktısını <strong>%{percent}</strong> kadar {changeDir}.
{changeDir} {type} emissions for {tag} by <strong>{amount}</strong>.,[emissions]  {tag} tarafından ortaya çıkan  {type} salınımlarını <strong>{amount}</strong> {changeDir}.
{cost} yrs,{cost} yıl
{disaster} in {region},{region} bölgesinde {disaster}
"{emissionsBefore} to <img src=""{icon}"">{emissionsAfter}. This is a {emissionsChange}% change of all emissions.","{emissionsBefore} miktarından <img src=""{icon}"">{emissionsAfter} miktarına. Bu tüm salınımlarıda %{emissionsChange} değişim demek."
"{fromAmount} to {toAmount}<img src=""{icon}"">.","{fromAmount} miktarından {toAmount}<img src=""{icon}""> miktarına getirir."
"{name} is opposed to this. If you implement it, your relationship will worsen by -<img src='{icon}' />.",{name} buna karşı. Eğer uygularsan onunla olan ilişkin -<img src='{icon}' /> kötüleşecek.
"{name} supports this. If you implement it, your relationship will improve by +<img src='{icon}' />.",{name} bunu destekliyor. Eğer uygularsan ilişkin +<img src='{icon}' /> kadar gelişir.
{name} will be unavailable while this project is active.,Bu proje aktif olduğu sürece {name} müsait olmayacak.
{points} {kind} points are allocated to this project,Bu projeye {points} {kind} puan tahsis edildi.
{region} is now {income} income.,{region} bölgesi şimdi {income} Gelirde.
{type} emissions,{type} salınımları
{years} yrs left,{years} yıl kaldı
↑ Swipe this card up and hold to add it to your plan ↑,↑ Planınıza eklemek için bu kartı yukarı kaydırın ve basılı tutun ↑
Swipe sideways to see other projects,Diğer projeleri görmek için yana doğru kaydırın
The Malthusian,Maltusçu
"The original anti-natalist.

Maintain high levels of consumption in global North and stabilize the biosphere at the expense of the impoverished multitude. One has to be ruthless to defuse the population bomb.

'The freedom to breed is intolerable.' Garrett Hardin","Orijinal anti-natalist.

Küresel Kuzey'de yüksek tüketim seviyelerini koru ve biyosferi çoğunluğun yoksulluğu pahasına stabilize et. İnsanın nüfus bombasını etkisiz hale getirmek için acımasız olması gerekiyor.

'Üreme özgürlüğü tahammül edilemez.' Garrett Hardin"
Population projects are substantially cheaper.,Nüfus projeleri önemli ölçüde daha ucuz
"Lifeboats, nature, borders, famines","Cankurtaran filikaları, doğa, sınırlar, kıtlıklar"
The Utopian,Ütopyacı
"'Nature, relieved by the relaxation of man's work, would be recovering her ancient beauty, and be teaching men the old story of art.' William Morris","""İnsanın çalışmasının gevşemesiyle rahatlayan doğa, eski güzelliğini geri kazanacak ve insanlara sanatın eski hikayesini öğretecekti."" William Morris"
"Limits, Protection, and Restoration projects are cheaper.","Sınırlama, Koruma ve Restorasyon projeleri daha ucuz."
"Poetry, stained glass, sci-fi, lost causes, sentimentality","Şiir, vitray, bilim kurgu, umutsuz davalar, duygusallık"
The Consumerist,Tüketimci
"'You wanna live fancy? Live in a big mansion?
Party in France? You better work, bitch.' Britney Spears","'You wanna live fancy? Live in a big mansion?
Party in France? You better work, bitch.' Britney Spears"
The contentedness of upper-middle and upper income regions recovers more quickly.,Üst ve  orta-üst gelir seviyeli bölgelerin memnuniyet seviyeleri daha hızlı toparlanır
"Luxury cruises, straws, Black Friday, the TV show 'Friends'","Lüks gemiler, pipetler, kara cuma, 'Friends' TV dizisi"
The Posadist,Posadcı
"Nuclear war is the only way to overthrow capitalism. Awaiting our socialist alien allies.

'We do not have a fantasist or idealist position with regard to flying saucers. As we accept that they exist, we want to use all means at hand, including those from outside of this planet.' J. Posadas","Nükleer savaş, kapitalizmi devirmenin tek yoludur. Sosyalist uzaylı müttefiklerimizi bekliyoruz.

""Uçan daireler konusunda fantazist ya da idealist bir duruşumuz yok. Var olduklarını kabul ediyoruz, bu gezegenin dışındakiler de dahil olmak üzere elimizdeki tüm araçları kullanmak istiyoruz."" J. Posadas"
Nuclear projects are substantially cheaper.,Nükleer projeleri önemli ölçüde daha ucuz
"UFOs, dolphins, water-birthing, telekinesis","UFOlar, yunuslar, suda doğum, telekinezi"
The Fanonist,Fanoncu
"Revolutionaries in the global South.

'For a colonized people the most essential value, because the most concrete, is first and foremost the land: the land which will bring them bread and, above all, dignity.' Frantz Fanon.","Küresel Güneyin devrimcileri.

'Kolonileştirilmiş bir halk için en temel değer, en somut olduğu için, topraktır:onlara ekmek ve daha da önemlisi itibar getirecek olan toprak.' Frantz Fanon"
The contentedness of lower and lower-middle income regions recovers more quickly.,Düşük ve orta-düşük gelir seviyeli bölgelerin memnuniyet seviyeleri daha hızlı toparlanır
"Psychoanalysis, internationalism, poetry, revolution","Psikanaliz, enternasyonalizm, şiir, devrim"
The Ecofeminist,Ekofeminist
"Patriarchy dominates both nature and women, and thus must be overthrown.

'When women today attempt to change society's domination of nature, they are acting to overturn modern constructions of nature and women as culturally passive and subordinate.' Carolyn Merchant","Ataerkillik hem doğaya hem de kadınlara hükmeder ve bu nedenle devrilmelidir.

""Bugün kadınlar toplumun doğa üzerindeki tahakkümünü değiştirmeye çalıştıklarında, doğanın ve kadının; kültürel olarak  pasif ve ikincil olduğu inşaasını yıkmak için eyleme geçiyorlar."" Carolyn Merchant"
"Food, Agriculture, and Protection projects are cheaper.","Gıda, Tarım ve Koruma projeleri daha ucuz"
"Lichen, composting, Ursula Le Guin, tardigrades","Likenler, gübre yapma, Ursula Le Guin, tardigratlar"
The Authoritarian,Otoriteci
'Intolerance of ambiguity is the mark of an authoritarian personality.' Theodor Adorno,"Belirsizliğe tahammülsüzlük, otoriter bir kişiliğin işaretidir.' Theodor Adorno"
You won't lose if contentedness dips below 0.,Memnuniyet 0'ın altına inerse kaybetmeyeceksin
"Shiny leather boots, cults of personality, daddy issues","Parlak deri botlar, kişilik kültleri, baba sorunları"
The Accelerationist,İvmeci
'We declare that only a Promethean politics of maximal mastery over society and its environment is capable of either dealing with global problems or achieving victory over capital.' Accelerationist Manifesto,"""İlan ediyoruz ki küresel sorunlarla baş etmek ve sermaye üzerinde zafer kazanmak, ancak toplum ve çevre üzerinde tam hakimiyeti hedefleyen aydınlanmacı bir politika sayesinde mümkündür."" İvmeci Bir Politika İçin Manifesto"
[research] Research points cost less [political_capital] political capital.,[research] Araştırma puanları daha az  [political_capital] politik sermaye kullanacak
"Drum 'n' bass, Wal-Mart [socialist], fragment on machines, asteroid mining","Davul ve bas, Wal-Mart [sosyalist], makine parçaları, astroit madenciliği"
The Environmentalist,Çevreci
"'The more clearly we can focus our attention on the wonders and realities of the universe about us, the less taste we shall have for destruction.' Rachel Carson","""Dikkatimizi evrenin bizimle ilgili harikalarına ve gerçeklerine ne kadar net bir şekilde odaklayabilirsek, yıkım için o kadar az iştahımız olur."" Rachel Carson"
Restoration projects are substantially cheaper.,Restorasyon projeleri daha ucuz
"Fancy bicycles, hiking, bird-watching, granola, sandals, philanthropists","Süslü bisikletler, doğa yürüyüşleri, kuş izlemek, granola, sandaletler, hayırseverler"
The Animal Liberationist,Hayvan Özgürlükçüsü
"Fighting for animal rights, fighting for a world without pain.

'The question is not, can they reason? Nor can they talk? But, can they suffer?' Jeremy Bentham","Hayvan hakları ve acısız bir dünya için savaşıyorlar.                     'Mesele düşünebiliyorlar mı konuşabililyorlar mı değil, acı çekebiliyorlar mı?' Jeremy Bentham"
Food projects are much cheaper.,Gıda projeleri daha ucuz
"Peter Singer, bad puns, veganizing things, punk music","Peter Singer, kötü kelime şakaları, bir şeyleri veganlaştırmak, punk müzik"
Space,Uzay
"Orbital and off-world habitation, resource extraction, and exploration. Looking for a new home? Or a frontier to develop? Space is the place!","Yörüngesel ya da dünya dışı yerleşim, kaynak çıkarma ve keşif. Yeni bir ev mi arıyorsunuz? Yoksa geliştirilecek uzak sınırlar mı? Aradığınız mekan uzaydır!"
