English,Translation
{changeDir} the amount of sea level rise by {amount}mm/year.,{changeDir} a quantidade de subida do nível do mar em {amount} mm/ano.
"{changeDir} the chance of ""{event}"" by {amount}.","{changeDir} a probabilidade de ""{event}"" em {amount}."
{changeDir} the global temperature by {amount}<strong>°c</strong>.,{changeDir} a temperatura global em {amount}<strong>°c</strong>.
{changeDir} the rate of sea level rise by {amount}mm/year.,{changeDir} a taxa de aumento do nível do mar em {amount}mm/ano.
{changeDir} world contentedness by <strong>{amount}</strong>.,{changeDir} aprovação mundial em <strong>{amount}</strong>.
{changeDir} world contentedness by {amount}.,{changeDir} aprovação mundial em {amount}.
{changeDir} {kind} of {tag} by <b>{tipAmount}</b>.,{changeDir} {kind} de {tag} em <b>{tipAmount}</b>.
{changeDir} {label} for {tag} by <strong>{amount}</strong>.,{changeDir} {label} para {tag} por <strong>{percent}</ strong>.
"{changeDir} {name} supply by <img src=""{icon}"">{amount}.","{changeDir} o fornecimento de {name} em <img src=""{icon}"">{amount}."
{changeDir} {name} supply by <strong>{percent}%.</strong>,{changeDir} fornecimento de {name} em <strong>{percent}%.</strong>
{changeDir} {name} supply by [{icon}]{amount}.,{changeDir} o fornecimento de {name} em [{icon}]{amount}.
{changeDir} {resource} demand for {tag} by {amount}.,{changeDir} a demanda de {resource} de {tag} em {amount}.
{changeDir} {tag} output by <strong>{percent}%.</strong>,{changeDir} a produção de {tag} em <strong>{percent}%.</strong>
{changeDir} {type} emissions for {tag} by <strong>{amount}</strong>.,{changeDir} emissões de {type} por {tag} em <strong>{amount}</strong>.
{cost} yrs,{cost} anos
{disaster} in {region},{disaster} em {region}
"{emissionsBefore} to <img src=""{icon}"">{emissionsAfter}. This is a {emissionsChange}% change of all emissions.","{emissionsBefore} para <img src=""{icon}"">{emissionsAfter}. Esta é uma variação de {emissionsChange}% de todas as emissões."
"{fromAmount} to {toAmount}<img src=""{icon}"">.","{fromAmount} para {toAmount}<img src=""{icon}"">."
"{name} is opposed to this. If you implement it, your relationship will worsen by -<img src='{icon}' />.","{name} opõe-se a isso. Se o implementares, o vosso relacionamento piorará -<img src='{icon}' / >."
"{name} supports this. If you implement it, your relationship will improve by +<img src='{icon}' />.","{name} apoiam isto. Se o implementares, o vosso relacionamento melhorará +<img src='{icon}' />."
{name} will be unavailable while this project is active.,{name} ficará indisponível enquanto este projeto estiver ativo.
{points} {kind} points are allocated to this project,{points} pontos de {kind} estão investidos neste projeto
{region} is now {income} income.,{region} tem agora um nível de renda {income}.
{type} emissions,emissões de {type}
{years} yrs left,{years} anos restantes
↑ Swipe this card up and hold to add it to your plan ↑,↑ Passa este cartão para cima e mantém-no no ar para adicioná-lo ao teu plano ↑
Swipe sideways to see other projects,Desliza para o lado para ver outros projetos
The Malthusian,Malthusianos
"The original anti-natalist.

Maintain high levels of consumption in global North and stabilize the biosphere at the expense of the impoverished multitude. One has to be ruthless to defuse the population bomb.

'The freedom to breed is intolerable.' Garrett Hardin","O antinatalista original.

Mantém altos níveis de consumo no Norte global e estabiliza a biosfera em sacrifício dos mais pobres. É preciso ser implacável para neutralizar a bomba populacional.

'A liberdade de reprodução é intolerável.' Garrett Hardin"
Population projects are substantially cheaper.,Projetos populacionais ficam substancialmente mais baratos.
"Lifeboats, nature, borders, famines","Salva-vidas, natureza, fronteiras, fomes"
The Utopian,Utopistas
"'Nature, relieved by the relaxation of man's work, would be recovering her ancient beauty, and be teaching men the old story of art.' William Morris","""A natureza, aliviada pelo relaxamento do trabalho do homem, estaria recuperando sua antiga beleza e ensinando aos homens a velha história da arte."" William Morris"
"Limits, Protection, and Restoration projects are cheaper.","Projetos de Limitações, Proteção e Recuperação ficam mais baratos."
"Poetry, stained glass, sci-fi, lost causes, sentimentality","Poesia, vitrais, ficção científica, causas perdidas, sentimentalismo"
The Consumerist,Consumistas
"'You wanna live fancy? Live in a big mansion?
Party in France? You better work, bitch.' Britney Spears","Quer viver no luxo? Numa grande mansão? Festas na França? É bom trabalhar, vadia.' Britney Spears"
The contentedness of upper-middle and upper income regions recovers more quickly.,A aprovação das regiões de renda média-alta e alta recupera mais rápido.
"Luxury cruises, straws, Black Friday, the TV show 'Friends'","Cruzeiros de luxo, palhinhas, Black Friday, a série 'Friends'"
The Posadist,Posadistas
"Nuclear war is the only way to overthrow capitalism. Awaiting our socialist alien allies.

'We do not have a fantasist or idealist position with regard to flying saucers. As we accept that they exist, we want to use all means at hand, including those from outside of this planet.' J. Posadas","Guerra nuclear é o único meio de derrubar o capitalismo. Aguardamos pelos nossos aliados socialistas alienígenas.

'Não temos uma posição fantasiosa ou idealista em relação aos discos voadores. Como aceitamos que eles existem, queremos usar todos os meios disponíveis, incluindo aqueles de fora deste planeta.' J. Posadas"
Nuclear projects are substantially cheaper.,Projetos nucleares ficam substancialmente mais baratos.
"UFOs, dolphins, water-birthing, telekinesis","OVNIs, golfinhos, partos na água, telecinesia"
The Fanonist,Fanonistas
"Revolutionaries in the global South.

'For a colonized people the most essential value, because the most concrete, is first and foremost the land: the land which will bring them bread and, above all, dignity.' Frantz Fanon.","Revolucionários no Sul global.

'Para um povo colonizado, o valor mais essencial, por ser o mais concreto, é antes de tudo a terra: a terra, que lhe trará pão e, sobretudo, dignidade.' Frantz Fanon."""
The contentedness of lower and lower-middle income regions recovers more quickly.,A aprovação das regiões de renda média-baixa e baixa recupera mais rápido.
"Psychoanalysis, internationalism, poetry, revolution","Psicoanálise, internacionalismo, poesia, revolução"
The Ecofeminist,Ecofeministas
"Patriarchy dominates both nature and women, and thus must be overthrown.

'When women today attempt to change society's domination of nature, they are acting to overturn modern constructions of nature and women as culturally passive and subordinate.' Carolyn Merchant","O patriarcado domina tanto a natureza quanto as mulheres e, portanto, deve ser derrubado.

'Quando as mulheres de hoje tentam mudar a dominação da natureza pela sociedade, elas tentam derrubar as construções modernas da natureza e das mulheres como culturalmente passivas e subordinadas.' Carolyn Merchant"
"Food, Agriculture, and Protection projects are cheaper.","Projetos de Alimentação, Agricultura e Proteção ficam mais baratos."
"Lichen, composting, Ursula Le Guin, tardigrades","Líquen, composto, Ursula Le Guin, tardígrados"
The Authoritarian,Autoritários
'Intolerance of ambiguity is the mark of an authoritarian personality.' Theodor Adorno,"""A intolerância à ambiguidade é a marca de uma personalidade autoritária."" Theodor Adorno"
You won't lose if contentedness dips below 0.,Não perderás se a aprovação ficar abaixo de 0.
"Shiny leather boots, cults of personality, daddy issues","Botas de couro brilhantes, cultos de personalidade, problemas com o papá"
The Accelerationist,Aceleracionistas
'We declare that only a Promethean politics of maximal mastery over society and its environment is capable of either dealing with global problems or achieving victory over capital.' Accelerationist Manifesto,Declaramos que apenas uma política prometeica de domínio máximo sobre a sociedade e seu ambiente é capaz de lidar com problemas globais ou alcançar a vitória sobre o capital. ' Manifesto Aceleracionista
[research] Research points cost less [political_capital] political capital.,[research] Pontos de Investigação custam menos [political_capital] capital político.
"Drum 'n' bass, Wal-Mart [socialist], fragment on machines, asteroid mining","Drum 'n' bass, Wal-Mart [socialista], Fragmento sobre as Máquinas, mineração de asteroides"
The Environmentalist,Ambientalistas
"'The more clearly we can focus our attention on the wonders and realities of the universe about us, the less taste we shall have for destruction.' Rachel Carson","Quanto mais claramente pudermos concentrar nossa atenção nas maravilhas e realidades do universo ao nosso redor, menos gosto teremos pela destruição. ' Rachel Carson"
Restoration projects are substantially cheaper.,Projetos de recuperação ficam substancialmente mais baratos.
"Fancy bicycles, hiking, bird-watching, granola, sandals, philanthropists","Bicicletas chiques, caminhadas, observação de pássaros, granola, sandálias, filantropistas"
The Animal Liberationist,Libertacionistas pelos Animais
"Fighting for animal rights, fighting for a world without pain.

'The question is not, can they reason? Nor can they talk? But, can they suffer?' Jeremy Bentham","A lutar pelos direitos dos animais, a lutar por um mundo sem sofrimento.

'A questão não é, eles podem raciocinar? Nem, eles podem falar? Mas sim, eles podem sofrer?' Jeremy Bentham"""
Food projects are much cheaper.,Projetos alimentares ficam mais baratos.
"Peter Singer, bad puns, veganizing things, punk music","Peter Singer, trocadilhos ruins, veganizar coisas, música punk"
