English,Translation
This region's per-capita demand level for %{output}. The total regions's demand is %{demand}. This makes up %{demandPercent} of total demand for %{output}.,ระดับอุปสงค์ต่อหัวของภูมิภาคนี้สำหรับ %{output} ความต้องการของภูมิภาคทั้งหมดคือ %{demand} คิดเป็นสัดส่วน %{demandPercent} ของความต้องการทั้งหมดสำหรับ %{output}
This region's per-capita demand level for %{output}. The total regions's demand is %{demand}[i]%{icon}[/i]. This makes up %{percent}% of total demand for %{output}.,"ระดับอุปสงค์ต่อหัวของภูมิภาคนี้สำหรับ %{output} ความต้องการของภูมิภาคทั้งหมดคือ %{demand}[i]%{icon}[/i]. คิดเป็นสัดส่วน %{percent}% ของอุปสงค์ทั้งหมดต่อ %{output}."
This region's previous demand for %{output}.,ความต้องการก่อนหน้านี้สำหรับภูมิภาคนี้ %{output}
This region's previous income level.,ระดับรายได้ก่อนหน้าในภูมิภาคนี้
This region's progress to the next income level.,ความคืบหน้าของภูมิภาคนี้สู่ระดับรายได้ถัดไป
"This will change emissions for %{name} from [i]%{icon}[/i]%{emissionsBefore} to [i]%{icon}[/i]%{emissionsAfter}. This is a %{emissionsChange}% change of all emissions.","นี่จะเปลี่ยนการปล่อยมลพิษสำหรับ %{name} จาก [i]%{icon}[/i]%{emissionsBefore} สู่ [i]%{icon}[/i]%{emissionsAfter} คิดเป็นการเปลี่ยนแปลง %{emissionsChange}% ของการปล่อยมลพิษทั้งหมด"
This will change %{resource} demand for %{name} by some unknown amount.,นี่จะเปลี่ยน %{resource} ความต้องการ %{name} สักประมาณนึง
"This will change %{resource} demand for %{name} from [i]%{icon}[/i]%{demandBefore} to [i]%{icon}[/i]%{demandAfter}. This is a %{percent}% change of all %{resource} demand.","นี่จะเปลี่้ยนอุปสงค์ %{resource} ที่มีต่อ %{name} จาก [i]%{icon}[/i]%{demandBefore} สู่ [i]%{icon}[/i]%{demandAfter} ซึ่งคิดเป็นการเปลี่ยนแปลง %{percent}% จากอุปสงค์ %{resource} ทั้งหมด"
"This will change %{short} for %{name} from [i]%{icon}[/i]%{change}","นี่จะเปลี่ยน %{short} สำหรับ %{name} จาก [i]%{icon}[/i]%{change}"
This will directly change annual emissions by %{amount}.%{percent},สิ่งนี้จะเปลี่ยนการปล่อยประจำปีโดยตรงเป็น %{amount}. %{percent}
This will directly change global precipitation by %{amount}[b]cm/yr[/b].,สิ่งนี้จะเปลี่ยนอัตราฝนทั่วโลกโดยตรง %{amount}[b]ซม./ปี[/b].
This will directly change the global temperature anomaly by %{amount}[b]°c[/b].,นี่จะเปลี่ยนความผิดปกติของอุณหภูมิโลกโดยตรง %{amount} [b] ° C [/b]
This will limit the amount of land that processes can use. The amount of land under protection will change from %{before}% to %{after}%.,สิ่งนี้จะจำกัดจำนวนพื้นที่ที่กระบวนการสามารถใช้ได้ จำนวนพื้นที่ที่ได้รับการคุ้มครองจะเปลี่ยนจาก %{before}% เป็น %{after}%
This will take about %{remainingCost} to finish. Allocate more %{kind} points to accelerate its progress.,สิ่งนี้จะใช้ประมาณ %{remainingCost} ในการทำให้เสร็จสิ้น จัดสรรคะแนน %{kind} เพิ่ม เพื่อเร่งความคืบหน้า
